"day_number","region","country","state","city","month","day","year","temp"
"486","Europe","Poland","","Warsaw",4,30,1996,47.3
"487","Europe","Poland","","Warsaw",5,1,1996,55.8
"488","Europe","Poland","","Warsaw",5,2,1996,60.6
"489","Europe","Poland","","Warsaw",5,3,1996,63
"490","Europe","Poland","","Warsaw",5,4,1996,53.4
"491","Europe","Poland","","Warsaw",5,5,1996,47.9
"492","Europe","Poland","","Warsaw",5,6,1996,47.5
"493","Europe","Poland","","Warsaw",5,7,1996,55.3
"494","Europe","Poland","","Warsaw",5,8,1996,58.4
"495","Europe","Poland","","Warsaw",5,9,1996,62.5
"496","Europe","Poland","","Warsaw",5,10,1996,59.2
"497","Europe","Poland","","Warsaw",5,11,1996,60.9
"498","Europe","Poland","","Warsaw",5,12,1996,67.8
"499","Europe","Poland","","Warsaw",5,13,1996,69.6
"500","Europe","Poland","","Warsaw",5,14,1996,69.5
"501","Europe","Poland","","Warsaw",5,15,1996,66.5
"502","Europe","Poland","","Warsaw",5,16,1996,58.1
"503","Europe","Poland","","Warsaw",5,17,1996,61.6
"504","Europe","Poland","","Warsaw",5,18,1996,65.2
"505","Europe","Poland","","Warsaw",5,19,1996,70.4
"506","Europe","Poland","","Warsaw",5,20,1996,63.5
"507","Europe","Poland","","Warsaw",5,21,1996,52.5
"508","Europe","Poland","","Warsaw",5,22,1996,54.2
"509","Europe","Poland","","Warsaw",5,23,1996,53.7
"510","Europe","Poland","","Warsaw",5,24,1996,56.6
"511","Europe","Poland","","Warsaw",5,25,1996,62.8
"512","Europe","Poland","","Warsaw",5,26,1996,55.2
"513","Europe","Poland","","Warsaw",5,27,1996,56.5
"514","Europe","Poland","","Warsaw",5,28,1996,52.4
"515","Europe","Poland","","Warsaw",5,29,1996,53.5
"516","Europe","Poland","","Warsaw",5,30,1996,60.2
"517","Europe","Poland","","Warsaw",5,31,1996,63.9
"518","Europe","Poland","","Warsaw",6,1,1996,66.7
"519","Europe","Poland","","Warsaw",6,2,1996,67.3
"520","Europe","Poland","","Warsaw",6,3,1996,68.7
"521","Europe","Poland","","Warsaw",6,4,1996,58.1
"522","Europe","Poland","","Warsaw",6,5,1996,59.9
"523","Europe","Poland","","Warsaw",6,6,1996,64.5
"524","Europe","Poland","","Warsaw",6,7,1996,69.8
"525","Europe","Poland","","Warsaw",6,8,1996,75
"526","Europe","Poland","","Warsaw",6,9,1996,77.3
"527","Europe","Poland","","Warsaw",6,10,1996,74.6
"528","Europe","Poland","","Warsaw",6,11,1996,72.2
"529","Europe","Poland","","Warsaw",6,12,1996,72.7
"530","Europe","Poland","","Warsaw",6,13,1996,58.7
"531","Europe","Poland","","Warsaw",6,14,1996,52.3
"532","Europe","Poland","","Warsaw",6,15,1996,53.1
"533","Europe","Poland","","Warsaw",6,16,1996,56.4
"534","Europe","Poland","","Warsaw",6,17,1996,60.6
"535","Europe","Poland","","Warsaw",6,18,1996,65.2
"536","Europe","Poland","","Warsaw",6,19,1996,58.6
"537","Europe","Poland","","Warsaw",6,20,1996,55.7
"538","Europe","Poland","","Warsaw",6,21,1996,60.1
"539","Europe","Poland","","Warsaw",6,22,1996,57.1
"540","Europe","Poland","","Warsaw",6,23,1996,51.3
"541","Europe","Poland","","Warsaw",6,24,1996,55.7
"542","Europe","Poland","","Warsaw",6,25,1996,56.3
"543","Europe","Poland","","Warsaw",6,26,1996,58.5
"544","Europe","Poland","","Warsaw",6,27,1996,57
"545","Europe","Poland","","Warsaw",6,28,1996,56.7
"546","Europe","Poland","","Warsaw",6,29,1996,61.2
"547","Europe","Poland","","Warsaw",6,30,1996,58.7
"548","Europe","Poland","","Warsaw",7,1,1996,57.4
"549","Europe","Poland","","Warsaw",7,2,1996,58.7
"550","Europe","Poland","","Warsaw",7,3,1996,60.2
"551","Europe","Poland","","Warsaw",7,4,1996,64.9
"552","Europe","Poland","","Warsaw",7,5,1996,71.8
"553","Europe","Poland","","Warsaw",7,6,1996,66.5
"554","Europe","Poland","","Warsaw",7,7,1996,61.6
"555","Europe","Poland","","Warsaw",7,8,1996,66.5
"556","Europe","Poland","","Warsaw",7,9,1996,57.7
"557","Europe","Poland","","Warsaw",7,10,1996,58.4
"558","Europe","Poland","","Warsaw",7,11,1996,58.5
"559","Europe","Poland","","Warsaw",7,12,1996,58.9
"560","Europe","Poland","","Warsaw",7,13,1996,61.8
"561","Europe","Poland","","Warsaw",7,14,1996,70.1
"562","Europe","Poland","","Warsaw",7,15,1996,64.7
"563","Europe","Poland","","Warsaw",7,16,1996,55.2
"564","Europe","Poland","","Warsaw",7,17,1996,54.8
"565","Europe","Poland","","Warsaw",7,18,1996,53.8
"566","Europe","Poland","","Warsaw",7,19,1996,53.6
"567","Europe","Poland","","Warsaw",7,20,1996,55.2
"568","Europe","Poland","","Warsaw",7,21,1996,54.4
"569","Europe","Poland","","Warsaw",7,22,1996,55.6
"570","Europe","Poland","","Warsaw",7,23,1996,60
"571","Europe","Poland","","Warsaw",7,24,1996,60
"572","Europe","Poland","","Warsaw",7,25,1996,56.7
"573","Europe","Poland","","Warsaw",7,26,1996,65.2
"574","Europe","Poland","","Warsaw",7,27,1996,61.9
"575","Europe","Poland","","Warsaw",7,28,1996,67.6
"576","Europe","Poland","","Warsaw",7,29,1996,65.5
"577","Europe","Poland","","Warsaw",7,30,1996,66.1
"578","Europe","Poland","","Warsaw",7,31,1996,64.2
"579","Europe","Poland","","Warsaw",8,1,1996,68.8
"580","Europe","Poland","","Warsaw",8,2,1996,70.8
"581","Europe","Poland","","Warsaw",8,3,1996,63.8
"582","Europe","Poland","","Warsaw",8,4,1996,59.4
"583","Europe","Poland","","Warsaw",8,5,1996,58
"584","Europe","Poland","","Warsaw",8,6,1996,59.7
"585","Europe","Poland","","Warsaw",8,7,1996,64.8
"586","Europe","Poland","","Warsaw",8,8,1996,61.8
"587","Europe","Poland","","Warsaw",8,9,1996,60.9
"588","Europe","Poland","","Warsaw",8,10,1996,63.7
"589","Europe","Poland","","Warsaw",8,11,1996,66.7
"590","Europe","Poland","","Warsaw",8,12,1996,67.6
"591","Europe","Poland","","Warsaw",8,13,1996,63.1
"592","Europe","Poland","","Warsaw",8,14,1996,60.7
"593","Europe","Poland","","Warsaw",8,15,1996,62.8
"594","Europe","Poland","","Warsaw",8,16,1996,64.8
"595","Europe","Poland","","Warsaw",8,17,1996,69.4
"596","Europe","Poland","","Warsaw",8,18,1996,70.2
"597","Europe","Poland","","Warsaw",8,19,1996,71.8
"598","Europe","Poland","","Warsaw",8,20,1996,71.3
"599","Europe","Poland","","Warsaw",8,21,1996,68.9
"600","Europe","Poland","","Warsaw",8,22,1996,68.2
"601","Europe","Poland","","Warsaw",8,23,1996,68.8
"602","Europe","Poland","","Warsaw",8,24,1996,69.4
"603","Europe","Poland","","Warsaw",8,25,1996,70
"604","Europe","Poland","","Warsaw",8,26,1996,63.8
"605","Europe","Poland","","Warsaw",8,27,1996,64.6
"606","Europe","Poland","","Warsaw",8,28,1996,65.4
"607","Europe","Poland","","Warsaw",8,29,1996,66.5
"608","Europe","Poland","","Warsaw",8,30,1996,64.5
"609","Europe","Poland","","Warsaw",8,31,1996,62.5
"610","Europe","Poland","","Warsaw",9,1,1996,62.5
"611","Europe","Poland","","Warsaw",9,2,1996,67.3
"612","Europe","Poland","","Warsaw",9,3,1996,66.2
"613","Europe","Poland","","Warsaw",9,4,1996,62.2
"614","Europe","Poland","","Warsaw",9,5,1996,55.6
"615","Europe","Poland","","Warsaw",9,6,1996,52.9
"616","Europe","Poland","","Warsaw",9,7,1996,52.9
"617","Europe","Poland","","Warsaw",9,8,1996,52.4
"618","Europe","Poland","","Warsaw",9,9,1996,50.2
"619","Europe","Poland","","Warsaw",9,10,1996,49
"620","Europe","Poland","","Warsaw",9,11,1996,48.9
"621","Europe","Poland","","Warsaw",9,12,1996,48.1
"622","Europe","Poland","","Warsaw",9,13,1996,51.2
"623","Europe","Poland","","Warsaw",9,14,1996,50.1
"624","Europe","Poland","","Warsaw",9,15,1996,48.7
"625","Europe","Poland","","Warsaw",9,16,1996,48.1
"626","Europe","Poland","","Warsaw",9,17,1996,48.5
"627","Europe","Poland","","Warsaw",9,18,1996,46.1
"628","Europe","Poland","","Warsaw",9,19,1996,46.9
"629","Europe","Poland","","Warsaw",9,20,1996,48.6
"630","Europe","Poland","","Warsaw",9,21,1996,46.2
"631","Europe","Poland","","Warsaw",9,22,1996,46.7
"632","Europe","Poland","","Warsaw",9,23,1996,48.6
"633","Europe","Poland","","Warsaw",9,24,1996,44.6
"634","Europe","Poland","","Warsaw",9,25,1996,43.8
"635","Europe","Poland","","Warsaw",9,26,1996,45
"636","Europe","Poland","","Warsaw",9,27,1996,48.2
"637","Europe","Poland","","Warsaw",9,28,1996,49.2
"638","Europe","Poland","","Warsaw",9,29,1996,49.8
"639","Europe","Poland","","Warsaw",9,30,1996,55.9
"640","Europe","Poland","","Warsaw",10,1,1996,59.9
"641","Europe","Poland","","Warsaw",10,2,1996,54.7
"642","Europe","Poland","","Warsaw",10,3,1996,48.6
"643","Europe","Poland","","Warsaw",10,4,1996,47.8
"644","Europe","Poland","","Warsaw",10,5,1996,51
"645","Europe","Poland","","Warsaw",10,6,1996,54.9
"646","Europe","Poland","","Warsaw",10,7,1996,54.1
"647","Europe","Poland","","Warsaw",10,8,1996,51.9
"648","Europe","Poland","","Warsaw",10,9,1996,50.4
"649","Europe","Poland","","Warsaw",10,10,1996,50.6
"650","Europe","Poland","","Warsaw",10,11,1996,45.5
"651","Europe","Poland","","Warsaw",10,12,1996,44.8
"652","Europe","Poland","","Warsaw",10,13,1996,49.4
"653","Europe","Poland","","Warsaw",10,14,1996,48.1
"654","Europe","Poland","","Warsaw",10,15,1996,51.9
"655","Europe","Poland","","Warsaw",10,16,1996,55.3
"656","Europe","Poland","","Warsaw",10,17,1996,56.5
"657","Europe","Poland","","Warsaw",10,18,1996,54.1
"658","Europe","Poland","","Warsaw",10,19,1996,50.5
"659","Europe","Poland","","Warsaw",10,20,1996,47.4
"660","Europe","Poland","","Warsaw",10,21,1996,42.4
"661","Europe","Poland","","Warsaw",10,22,1996,43.6
"662","Europe","Poland","","Warsaw",10,23,1996,46.3
"663","Europe","Poland","","Warsaw",10,24,1996,43.3
"664","Europe","Poland","","Warsaw",10,25,1996,39.4
"665","Europe","Poland","","Warsaw",10,26,1996,38.8
"666","Europe","Poland","","Warsaw",10,27,1996,40.1
"667","Europe","Poland","","Warsaw",10,28,1996,46
"668","Europe","Poland","","Warsaw",10,29,1996,53
"669","Europe","Poland","","Warsaw",10,30,1996,45.2
"670","Europe","Poland","","Warsaw",10,31,1996,43.9
"671","Europe","Poland","","Warsaw",11,1,1996,45.8
"672","Europe","Poland","","Warsaw",11,2,1996,49
"673","Europe","Poland","","Warsaw",11,3,1996,54
"674","Europe","Poland","","Warsaw",11,4,1996,54
"675","Europe","Poland","","Warsaw",11,5,1996,50.8
"676","Europe","Poland","","Warsaw",11,6,1996,50.6
"677","Europe","Poland","","Warsaw",11,7,1996,52.3
"678","Europe","Poland","","Warsaw",11,8,1996,42.9
"679","Europe","Poland","","Warsaw",11,9,1996,39.3
"680","Europe","Poland","","Warsaw",11,10,1996,41.7
"681","Europe","Poland","","Warsaw",11,11,1996,44
"682","Europe","Poland","","Warsaw",11,12,1996,50.2
"683","Europe","Poland","","Warsaw",11,13,1996,52.9
"684","Europe","Poland","","Warsaw",11,14,1996,43
"685","Europe","Poland","","Warsaw",11,15,1996,40.8
"686","Europe","Poland","","Warsaw",11,16,1996,44.2
"687","Europe","Poland","","Warsaw",11,17,1996,45.1
"688","Europe","Poland","","Warsaw",11,18,1996,50.9
"689","Europe","Poland","","Warsaw",11,19,1996,48.1
"690","Europe","Poland","","Warsaw",11,20,1996,46.4
"691","Europe","Poland","","Warsaw",11,21,1996,43
"692","Europe","Poland","","Warsaw",11,22,1996,37.8
"693","Europe","Poland","","Warsaw",11,23,1996,33.1
"694","Europe","Poland","","Warsaw",11,24,1996,34.8
"695","Europe","Poland","","Warsaw",11,25,1996,33.3
"696","Europe","Poland","","Warsaw",11,26,1996,30.5
"697","Europe","Poland","","Warsaw",11,27,1996,31.9
"698","Europe","Poland","","Warsaw",11,28,1996,30.1
"699","Europe","Poland","","Warsaw",11,29,1996,31.6
"700","Europe","Poland","","Warsaw",11,30,1996,31.3
"701","Europe","Poland","","Warsaw",12,1,1996,30
"702","Europe","Poland","","Warsaw",12,2,1996,30.7
"703","Europe","Poland","","Warsaw",12,3,1996,34.6
"704","Europe","Poland","","Warsaw",12,4,1996,34.5
"705","Europe","Poland","","Warsaw",12,5,1996,32.1
"706","Europe","Poland","","Warsaw",12,6,1996,30.8
"707","Europe","Poland","","Warsaw",12,7,1996,30.8
"708","Europe","Poland","","Warsaw",12,8,1996,31.4
"709","Europe","Poland","","Warsaw",12,9,1996,30.1
"710","Europe","Poland","","Warsaw",12,10,1996,29.6
"711","Europe","Poland","","Warsaw",12,11,1996,27.8
"712","Europe","Poland","","Warsaw",12,12,1996,29.7
"713","Europe","Poland","","Warsaw",12,13,1996,34.6
"714","Europe","Poland","","Warsaw",12,14,1996,28.7
"715","Europe","Poland","","Warsaw",12,15,1996,26.7
"716","Europe","Poland","","Warsaw",12,16,1996,25.1
"717","Europe","Poland","","Warsaw",12,17,1996,28.2
"718","Europe","Poland","","Warsaw",12,18,1996,32.8
"719","Europe","Poland","","Warsaw",12,19,1996,27.9
"720","Europe","Poland","","Warsaw",12,20,1996,17.5
"721","Europe","Poland","","Warsaw",12,21,1996,14
"722","Europe","Poland","","Warsaw",12,22,1996,21.8
"723","Europe","Poland","","Warsaw",12,23,1996,22.2
"724","Europe","Poland","","Warsaw",12,24,1996,12.3
"725","Europe","Poland","","Warsaw",12,25,1996,14.3
"726","Europe","Poland","","Warsaw",12,26,1996,2
"727","Europe","Poland","","Warsaw",12,27,1996,0.1
"728","Europe","Poland","","Warsaw",12,28,1996,1.9
"729","Europe","Poland","","Warsaw",12,29,1996,0.9
"730","Europe","Poland","","Warsaw",12,30,1996,2.5
"731","Europe","Poland","","Warsaw",12,31,1996,4.9
"732","Europe","Poland","","Warsaw",1,1,1997,1.6
"733","Europe","Poland","","Warsaw",1,2,1997,8.4
"734","Europe","Poland","","Warsaw",1,3,1997,15
"735","Europe","Poland","","Warsaw",1,4,1997,11.2
"736","Europe","Poland","","Warsaw",1,5,1997,8
"737","Europe","Poland","","Warsaw",1,6,1997,20
"738","Europe","Poland","","Warsaw",1,7,1997,21.2
"739","Europe","Poland","","Warsaw",1,8,1997,14
"740","Europe","Poland","","Warsaw",1,9,1997,21.8
"741","Europe","Poland","","Warsaw",1,10,1997,19.9
"742","Europe","Poland","","Warsaw",1,11,1997,16.4
"743","Europe","Poland","","Warsaw",1,12,1997,16
"744","Europe","Poland","","Warsaw",1,13,1997,26.5
"745","Europe","Poland","","Warsaw",1,14,1997,35
"746","Europe","Poland","","Warsaw",1,15,1997,34.2
"747","Europe","Poland","","Warsaw",1,16,1997,31
"748","Europe","Poland","","Warsaw",1,17,1997,27.4
"749","Europe","Poland","","Warsaw",1,18,1997,27.1
"750","Europe","Poland","","Warsaw",1,19,1997,31.6
"751","Europe","Poland","","Warsaw",1,20,1997,30.3
"752","Europe","Poland","","Warsaw",1,21,1997,32.4
"753","Europe","Poland","","Warsaw",1,22,1997,33.2
"754","Europe","Poland","","Warsaw",1,23,1997,33.1
"755","Europe","Poland","","Warsaw",1,24,1997,34.2
"756","Europe","Poland","","Warsaw",1,25,1997,28.6
"757","Europe","Poland","","Warsaw",1,26,1997,22.8
"758","Europe","Poland","","Warsaw",1,27,1997,21.9
"759","Europe","Poland","","Warsaw",1,28,1997,26.9
"760","Europe","Poland","","Warsaw",1,29,1997,30.3
"761","Europe","Poland","","Warsaw",1,30,1997,32.2
"762","Europe","Poland","","Warsaw",1,31,1997,32.9
"763","Europe","Poland","","Warsaw",2,1,1997,27.1
"764","Europe","Poland","","Warsaw",2,2,1997,24.6
"765","Europe","Poland","","Warsaw",2,3,1997,22
"766","Europe","Poland","","Warsaw",2,4,1997,26.3
"767","Europe","Poland","","Warsaw",2,5,1997,33.4
"768","Europe","Poland","","Warsaw",2,6,1997,31.3
"769","Europe","Poland","","Warsaw",2,7,1997,36
"770","Europe","Poland","","Warsaw",2,8,1997,38.7
"771","Europe","Poland","","Warsaw",2,9,1997,36.6
"772","Europe","Poland","","Warsaw",2,10,1997,40.5
"773","Europe","Poland","","Warsaw",2,11,1997,41.3
"774","Europe","Poland","","Warsaw",2,12,1997,37.7
"775","Europe","Poland","","Warsaw",2,13,1997,42.5
"776","Europe","Poland","","Warsaw",2,14,1997,37.8
"777","Europe","Poland","","Warsaw",2,15,1997,31.2
"778","Europe","Poland","","Warsaw",2,16,1997,24.7
"779","Europe","Poland","","Warsaw",2,17,1997,24.4
"780","Europe","Poland","","Warsaw",2,18,1997,24.3
"781","Europe","Poland","","Warsaw",2,19,1997,33.5
"782","Europe","Poland","","Warsaw",2,20,1997,34.3
"783","Europe","Poland","","Warsaw",2,21,1997,40
"784","Europe","Poland","","Warsaw",2,22,1997,39.6
"785","Europe","Poland","","Warsaw",2,23,1997,43.9
"786","Europe","Poland","","Warsaw",2,24,1997,43.5
"787","Europe","Poland","","Warsaw",2,25,1997,48
"788","Europe","Poland","","Warsaw",2,26,1997,46.9
"789","Europe","Poland","","Warsaw",2,27,1997,38.8
"790","Europe","Poland","","Warsaw",2,28,1997,36.9
"791","Europe","Poland","","Warsaw",3,1,1997,39.9
"792","Europe","Poland","","Warsaw",3,2,1997,45.8
"793","Europe","Poland","","Warsaw",3,3,1997,44
"794","Europe","Poland","","Warsaw",3,4,1997,40.3
"795","Europe","Poland","","Warsaw",3,5,1997,37.5
"796","Europe","Poland","","Warsaw",3,6,1997,41.3
"797","Europe","Poland","","Warsaw",3,7,1997,40.8
"798","Europe","Poland","","Warsaw",3,8,1997,37.2
"799","Europe","Poland","","Warsaw",3,9,1997,42.3
"800","Europe","Poland","","Warsaw",3,10,1997,41.7
"801","Europe","Poland","","Warsaw",3,11,1997,44.5
"802","Europe","Poland","","Warsaw",3,12,1997,37.9
"803","Europe","Poland","","Warsaw",3,13,1997,40.6
"804","Europe","Poland","","Warsaw",3,14,1997,45.4
"805","Europe","Poland","","Warsaw",3,15,1997,45.2
"806","Europe","Poland","","Warsaw",3,16,1997,32.5
"807","Europe","Poland","","Warsaw",3,17,1997,26.7
"808","Europe","Poland","","Warsaw",3,18,1997,27.2
"809","Europe","Poland","","Warsaw",3,19,1997,27.4
"810","Europe","Poland","","Warsaw",3,20,1997,28.8
"811","Europe","Poland","","Warsaw",3,21,1997,29.8
"812","Europe","Poland","","Warsaw",3,22,1997,30.4
"813","Europe","Poland","","Warsaw",3,23,1997,29.8
"814","Europe","Poland","","Warsaw",3,24,1997,30.7
"815","Europe","Poland","","Warsaw",3,25,1997,29.9
"816","Europe","Poland","","Warsaw",3,26,1997,31.2
"817","Europe","Poland","","Warsaw",3,27,1997,41.7
"818","Europe","Poland","","Warsaw",3,28,1997,40.6
"819","Europe","Poland","","Warsaw",3,29,1997,38
"820","Europe","Poland","","Warsaw",3,30,1997,37.5
"821","Europe","Poland","","Warsaw",3,31,1997,41.8
"822","Europe","Poland","","Warsaw",4,1,1997,49
"823","Europe","Poland","","Warsaw",4,2,1997,47
"824","Europe","Poland","","Warsaw",4,3,1997,46.7
"825","Europe","Poland","","Warsaw",4,4,1997,38.3
"826","Europe","Poland","","Warsaw",4,5,1997,36.5
"827","Europe","Poland","","Warsaw",4,6,1997,32.4
"828","Europe","Poland","","Warsaw",4,7,1997,32.1
"829","Europe","Poland","","Warsaw",4,8,1997,34.2
"830","Europe","Poland","","Warsaw",4,9,1997,37.9
"831","Europe","Poland","","Warsaw",4,10,1997,44.4
"832","Europe","Poland","","Warsaw",4,11,1997,40
"833","Europe","Poland","","Warsaw",4,12,1997,32.7
"834","Europe","Poland","","Warsaw",4,13,1997,32.9
"835","Europe","Poland","","Warsaw",4,14,1997,38.5
"836","Europe","Poland","","Warsaw",4,15,1997,33.8
"837","Europe","Poland","","Warsaw",4,16,1997,33.8
"838","Europe","Poland","","Warsaw",4,17,1997,42.3
"839","Europe","Poland","","Warsaw",4,18,1997,40.9
"840","Europe","Poland","","Warsaw",4,19,1997,35.1
"841","Europe","Poland","","Warsaw",4,20,1997,33.7
"842","Europe","Poland","","Warsaw",4,21,1997,34.7
"843","Europe","Poland","","Warsaw",4,22,1997,37.4
"844","Europe","Poland","","Warsaw",4,23,1997,39.8
"845","Europe","Poland","","Warsaw",4,24,1997,47.4
"846","Europe","Poland","","Warsaw",4,25,1997,49.5
"847","Europe","Poland","","Warsaw",4,26,1997,43.3
"848","Europe","Poland","","Warsaw",4,27,1997,49.5
"849","Europe","Poland","","Warsaw",4,28,1997,56.9
"850","Europe","Poland","","Warsaw",4,29,1997,56.6
"851","Europe","Poland","","Warsaw",4,30,1997,54.9
"852","Europe","Poland","","Warsaw",5,1,1997,49.9
"853","Europe","Poland","","Warsaw",5,2,1997,55.8
"854","Europe","Poland","","Warsaw",5,3,1997,56.7
"855","Europe","Poland","","Warsaw",5,4,1997,50.3
"856","Europe","Poland","","Warsaw",5,5,1997,63.9
"857","Europe","Poland","","Warsaw",5,6,1997,65
"858","Europe","Poland","","Warsaw",5,7,1997,53.8
"859","Europe","Poland","","Warsaw",5,8,1997,50.4
"860","Europe","Poland","","Warsaw",5,9,1997,50
"861","Europe","Poland","","Warsaw",5,10,1997,55.3
"862","Europe","Poland","","Warsaw",5,11,1997,60.4
"863","Europe","Poland","","Warsaw",5,12,1997,66.5
"864","Europe","Poland","","Warsaw",5,13,1997,63.1
"865","Europe","Poland","","Warsaw",5,14,1997,66.7
"866","Europe","Poland","","Warsaw",5,15,1997,71.3
"867","Europe","Poland","","Warsaw",5,16,1997,64.6
"868","Europe","Poland","","Warsaw",5,17,1997,61.9
"869","Europe","Poland","","Warsaw",5,18,1997,63.6
"870","Europe","Poland","","Warsaw",5,19,1997,64.9
"871","Europe","Poland","","Warsaw",5,20,1997,58.9
"872","Europe","Poland","","Warsaw",5,21,1997,58.3
"873","Europe","Poland","","Warsaw",5,22,1997,56.2
"874","Europe","Poland","","Warsaw",5,23,1997,48.3
"875","Europe","Poland","","Warsaw",5,24,1997,50.7
"876","Europe","Poland","","Warsaw",5,25,1997,49.8
"877","Europe","Poland","","Warsaw",5,26,1997,51.1
"878","Europe","Poland","","Warsaw",5,27,1997,50.6
"879","Europe","Poland","","Warsaw",5,28,1997,50
"880","Europe","Poland","","Warsaw",5,29,1997,50.8
"881","Europe","Poland","","Warsaw",5,30,1997,47.2
"882","Europe","Poland","","Warsaw",5,31,1997,50.3
"883","Europe","Poland","","Warsaw",6,1,1997,51.5
"884","Europe","Poland","","Warsaw",6,2,1997,53.8
"885","Europe","Poland","","Warsaw",6,3,1997,52.9
"886","Europe","Poland","","Warsaw",6,4,1997,57.6
"887","Europe","Poland","","Warsaw",6,5,1997,60.7
"888","Europe","Poland","","Warsaw",6,6,1997,64.2
"889","Europe","Poland","","Warsaw",6,7,1997,64.5
